### Generated by the command:
### src/extract_conll.py en ./data ./splits -j statuses.json -ls tok:g sem:g
# newdoc id = p02/d0010
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = A girl is styling her hair
# tok:gold	tok:gold	sem:gold
# raw sent = The damage amounted to five million yen.
The	The	DEF
damage	damage	CON
amounted	amounted	EPS
to	to	REL
five~million	five~million	QUC
yen	yen	UOM
.	.	NIL

# newdoc id = p44/d3035
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = My mother worries about everything.
My	My	HAS
mother	mother	ROL
worries	worries	ENS
about	about	REL
everything	everything	AND
.	.	NIL

# newdoc id = p44/d3078
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = This stone weighs five tons.
This	This	PRX
stone	stone	CON
weighs	weighs	ENS
five	five	QUC
tons	tons	UOM
.	.	NIL

# newdoc id = p44/d3122
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I'm drinking orange juice.
I	I	PRO
'm	'm	NOW
drinking	drinking	EXG
orange~juice	orange~juice	CON
.	.	NIL

# newdoc id = p44/d3132
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = There was a tape recorder on the table.
There	There	NIL
was	was	EPS
a	a	DIS
tape~recorder	tape~recorder	CON
on	on	REL
the	the	DEF
table	table	CON
.	.	NIL

# newdoc id = p44/d3140
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = The zipper on my jacket got stuck.
The	The	DEF
zipper	zipper	CON
on	on	REL
my	my	HAS
jacket	jacket	CON
got	got	PST
stuck	stuck	EXS
.	.	NIL

# newdoc id = p44/d3213
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I'm wont to take a shower in the morning.
I	I	PRO
'm	'm	NOW
wont	wont	IST
to	to	NIL
take	take	EXS
a	a	DIS
shower	shower	CON
in	in	REL
the	the	DEF
morning	morning	CON
.	.	NIL

# newdoc id = p44/d3237
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = He lives near my house.
He	He	PRO
lives	lives	ENS
near	near	APX
my	my	HAS
house	house	CON
.	.	NIL

# newdoc id = p44/d3239
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom is hoping that he can hitch a ride to Boston.
Tom	Tom	PER
is	is	NOW
hoping	hoping	EXG
that	that	SUB
he	he	PRO
can	can	POS
hitch	hitch	EXS
a	a	DIS
ride	ride	CON
to	to	REL
Boston	Boston	GPE
.	.	NIL

# newdoc id = p44/d3249
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom picked an apple from the tree.
Tom	Tom	PER
picked	picked	EPS
an	an	DIS
apple	apple	CON
from	from	REL
the	the	DEF
tree	tree	CON
.	.	NIL

# newdoc id = p44/d3251
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = You are our one millionth customer.
You	You	PRO
are	are	ENS
our	our	HAS
one~millionth	one~millionth	ORD
customer	customer	ROL
.	.	NIL

# newdoc id = p44/d3322
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I am nineteen years old.
I	I	PRO
am	am	NOW
nineteen	nineteen	QUC
years	years	UOM
old	old	DEG
.	.	NIL

# newdoc id = p44/d3324
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = This swan is black.
This	This	PRX
swan	swan	CON
is	is	NOW
black	black	COL
.	.	NIL

# newdoc id = p44/d3364
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I painted the gate blue.
I	I	PRO
painted	painted	EPS
the	the	DEF
gate	gate	CON
blue	blue	COL
.	.	NIL

# newdoc id = p44/d3365
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = My pencil is red.
My	My	HAS
pencil	pencil	CON
is	is	NOW
red	red	COL
.	.	NIL

# newdoc id = p44/d3396
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Pour melted butter over the popcorn.
Pour	Pour	EXS
melted	melted	IST
butter	butter	CON
over	over	REL
the	the	DEF
popcorn	popcorn	CON
.	.	NIL

# newdoc id = p44/d3408
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Miss Caifeng wants to teach me Chinese.
Miss	Miss	ROL
Caifeng	Caifeng	PER
wants	wants	ENS
to	to	NIL
teach	teach	EXS
me	me	PRO
Chinese	Chinese	CON
.	.	NIL

# newdoc id = p44/d3410
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Venus is also known as the Morning Star.
Venus	Venus	NTH
is	is	ENS
also~known~as	also~known~as	ALT
the	the	DEF
Morning~Star	Morning~Star	CON
.	.	NIL

# newdoc id = p44/d3456
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I'm an alcoholic.
I	I	PRO
'm	'm	ENS
an	an	DIS
alcoholic	alcoholic	ROL
.	.	NIL

# raw sent = I'm a drug addict.
I	I	PRO
'm	'm	ENS
a	a	DIS
drug~addict	drug~addict	ROL
.	.	NIL

# raw sent = I'm homosexual.
I	I	PRO
'm	'm	NOW
homosexual	homosexual	IST
.	.	NIL

# raw sent = I'm a genius.
I	I	PRO
'm	'm	ENS
a	a	DIS
genius	genius	ROL
.	.	NIL

# newdoc id = p44/d3494
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Charlie Chaplin is an actor.
Charlie~Chaplin	Charlie~Chaplin	PER
is	is	ENS
an	an	DIS
actor	actor	ROL
.	.	NIL

# newdoc id = p44/d3504
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Darwin changed the world.
Darwin	Darwin	PER
changed	changed	EPS
the	the	DEF
world	world	CON
.	.	NIL

# newdoc id = p44/d3506
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = They discuss the title of the song.
They	They	PRO
discuss	discuss	EXS
the	the	DEF
title	title	CON
of	of	REL
the	the	DEF
song	song	CON
.	.	NIL

# newdoc id = p44/d3511
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I'm extremely happy.
I	I	PRO
'm	'm	NOW
extremely	extremely	INT
happy	happy	IST
.	.	NIL

# newdoc id = p44/d3517
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Has Flight 123 been delayed?
Has	Has	NOW
Flight	Flight	CON
123	123	NTH
been	been	PFT
delayed	delayed	EXS
?	?	QUE

# newdoc id = p44/d3527
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = She has broken the toaster again.
She	She	PRO
has	has	NOW
broken	broken	EXT
the	the	DEF
toaster	toaster	CON
again	again	ALT
.	.	NIL

# newdoc id = p44/d3544
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Somebody tried to kill me.
Somebody	Somebody	DIS
tried	tried	EPS
to	to	NIL
kill	kill	EXS
me	me	PRO
.	.	NIL

# newdoc id = p44/d3554
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom apologized to her.
Tom	Tom	PER
apologized	apologized	EPS
to	to	REL
her	her	PRO
.	.	NIL

# newdoc id = p45/d0712
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = The Romans arrived in Britain around AD 50.
The	The	DEF
Romans	Romans	GPO
arrived	arrived	EPS
in	in	REL
Britain	Britain	GPE
around	around	APX
AD~50	AD~50	YOC
.	.	NIL

# newdoc id = p45/d0783
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Mayuko entered the room.
Mayuko	Mayuko	PER
entered	entered	EPS
the	the	DEF
room	room	CON
.	.	NIL

# newdoc id = p45/d0798
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = This meadow abounds in frogs.
This	This	PRX
meadow	meadow	CON
abounds	abounds	ENS
in	in	REL
frogs	frogs	CON
.	.	NIL

# newdoc id = p45/d0822
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I like him because he is honest.
I	I	PRO
like	like	ENS
him	him	PRO
because	because	SUB
he	he	PRO
is	is	NOW
honest	honest	IST
.	.	NIL

# newdoc id = p45/d0823
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I have a very old stamp.
I	I	PRO
have	have	ENS
a	a	DIS
very	very	INT
old	old	DEG
stamp	stamp	CON
.	.	NIL

# newdoc id = p45/d0867
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = The tea costs two euros.
The	The	DEF
tea	tea	CON
costs	costs	ENS
two	two	QUC
euros	euros	UOM
.	.	NIL

# newdoc id = p45/d0886
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Large areas of the ocean are polluted.
Large	Large	IST
areas	areas	CON
of	of	REL
the	the	DEF
ocean	ocean	CON
are	are	NOW
polluted	polluted	IST
.	.	NIL

# newdoc id = p45/d0895
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = The artist drew with Chinese ink.
The	The	DEF
artist	artist	ROL
drew	drew	EPS
with	with	REL
Chinese	Chinese	GPO
ink	ink	CON
.	.	NIL

# newdoc id = p45/d0906
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = My house is on a hill.
My	My	HAS
house	house	CON
is	is	ENS
on	on	REL
a	a	DIS
hill	hill	CON
.	.	NIL

# newdoc id = p45/d0938
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = He's tall and slim.
He	He	PRO
's	's	NOW
tall	tall	IST
and	and	AND
slim	slim	IST
.	.	NIL

# newdoc id = p45/d0942
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I go to school with Tom.
I	I	PRO
go	go	ENS
to	to	REL
school	school	CON
with	with	REL
Tom	Tom	PER
.	.	NIL

# newdoc id = p45/d1127
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = My grandmother closed her mouth.
My	My	HAS
grandmother	grandmother	ROL
closed	closed	EPS
her	her	HAS
mouth	mouth	CON
.	.	NIL

# newdoc id = p45/d1381
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = What is the name of the heroine in "Gone with the Wind"?
What	What	QUE
is	is	ENS
the	the	DEF
name	name	CON
of	of	REL
the	the	DEF
heroine	heroine	ROL
in	in	REL
"	"	NIL
Gone~with~the~Wind	Gone~with~the~Wind	ART
"	"	NIL
?	?	QUE

# newdoc id = p45/d1382
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = How tall is the Sphinx?
How	How	QUE
tall	tall	DEG
is	is	NOW
the	the	DEF
Sphinx	Sphinx	CON
?	?	QUE

# newdoc id = p45/d1383
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Who was the U.S. president in 1929?
Who	Who	QUE
was	was	EPS
the	the	DEF
U.S.	U.S.	GPE
president	president	ROL
in	in	REL
1929	1929	YOC
?	?	QUE

# newdoc id = p45/d1384
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = When did Walt Disney die?
When	When	QUE
did	did	PST
Walt~Disney	Walt~Disney	PER
die	die	EXS
?	?	QUE

# newdoc id = p45/d1385
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = What year was the phonograph invented?
What	What	QUE
year	year	CON
was	was	PST
the	the	DEF
phonograph	phonograph	CON
invented	invented	EXS
?	?	QUE

# newdoc id = p45/d1389
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Where is the Wailing Wall?
Where	Where	QUE
is	is	ENS
the	the	DEF
Wailing~Wall	Wailing~Wall	ART
?	?	QUE

# newdoc id = p45/d1390
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Of which political party is Rudolf Scharping a member?
Of	Of	REL
which	which	QUE
political~party	political~party	CON
is	is	ENS
Rudolf~Scharping	Rudolf~Scharping	PER
a	a	DIS
member	member	ROL
?	?	QUE

# newdoc id = p45/d1392
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = How did Patsy Cline die?
How	How	QUE
did	did	PST
Patsy~Cline	Patsy~Cline	PER
die	die	EXS
?	?	QUE

# newdoc id = p45/d1393
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = What are the biggest snakes in the world?
What	What	QUE
are	are	ENS
the	the	DEF
biggest	biggest	TOP
snakes	snakes	CON
in	in	REL
the	the	DEF
world	world	CON
?	?	QUE

# newdoc id = p45/d1394
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = What flavor filling did the original Twinkies have?
What	What	QUE
flavor	flavor	CON
filling	filling	CON
did	did	PST
the	the	DEF
original	original	IST
Twinkies	Twinkies	CON
have	have	EXS
?	?	QUE

# newdoc id = p45/d1437
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = He sidestepped the question.
He	He	PRO
sidestepped	sidestepped	EPS
the	the	DEF
question	question	CON
.	.	NIL

# newdoc id = p45/d1438
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom brushed his teeth and washed his face.
Tom	Tom	PER
brushed	brushed	EPS
his	his	HAS
teeth	teeth	CON
and	and	COO
washed	washed	EPS
his	his	HAS
face	face	CON
.	.	NIL

# newdoc id = p45/d1488
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom had his palm read.
Tom	Tom	PER
had	had	PST
his	his	HAS
palm	palm	CON
read	read	EXS
.	.	NIL

# newdoc id = p45/d1532
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom is now apologizing.
Tom	Tom	PER
is	is	NOW
now	now	NOW
apologizing	apologizing	EXS
.	.	NIL

# newdoc id = p45/d1548
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Someone is lying.
Someone	Someone	DIS
is	is	NOW
lying	lying	EXG
.	.	NIL

# newdoc id = p45/d1595
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Rats desert a sinking ship.
Rats	Rats	CON
desert	desert	ENS
a	a	DIS
sinking	sinking	EXG
ship	ship	CON
.	.	NIL

# newdoc id = p45/d1619
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = This church was built in the 12th century.
This	This	PRX
church	church	CON
was	was	PST
built	built	EXS
in	in	REL
the	the	DEF
12th	12th	ORD
century	century	CON
.	.	NIL

# newdoc id = p45/d1734
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = It is seven now.
It	It	PRO
is	is	NOW
seven	seven	CLO
now	now	NOW
.	.	NIL

# newdoc id = p45/d1797
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = It's not blood.
It	It	PRO
's	's	ENS
not	not	NOT
blood	blood	CON
.	.	NIL

# newdoc id = p45/d1813
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom was knocked out in the tenth round.
Tom	Tom	PER
was	was	PST
knocked	knocked	EXS
out	out	REL
in	in	REL
the	the	DEF
tenth	tenth	ORD
round	round	CON
.	.	NIL

# newdoc id = p45/d1839
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Everybody knows everybody.
Everybody	Everybody	AND
knows	knows	ENS
everybody	everybody	AND
.	.	NIL

# newdoc id = p45/d1861
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Is this baby a he or a she?
Is	Is	ENS
this	this	PRX
baby	baby	CON
a	a	DIS
he	he	CON
or	or	DIS
a	a	DIS
she	she	CON
?	?	QUE

# newdoc id = p45/d1911
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = The soup is hot.
The	The	DEF
soup	soup	CON
is	is	NOW
hot	hot	DEG
.	.	NIL

# newdoc id = p45/d1936
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom is allergic to shrimps, but not lobster.
Tom	Tom	PER
is	is	NOW
allergic	allergic	IST
to	to	REL
shrimps	shrimps	CON
,	,	NIL
but	but	BUT
not	not	NOT
lobster	lobster	CON
.	.	NIL

# newdoc id = p45/d1973
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = "Whose pencils are these?"
"	"	NIL
Whose	Whose	HAS
pencils	pencils	CON
are	are	ENS
these	these	PRX
?	?	QUE
"	"	NIL

# raw sent = "They are Walt Disney's."
"	"	NIL
They	They	PRO
are	are	ENS
Walt~Disney	Walt~Disney	PER
's	's	HAS
.	.	NIL
"	"	NIL

# newdoc id = p45/d1985
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Many workers were trapped in the coal mine.
Many	Many	QUV
workers	workers	ROL
were	were	PST
trapped	trapped	EXS
in	in	REL
the	the	DEF
coal~mine	coal~mine	CON
.	.	NIL

# newdoc id = p45/d2052
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Gimme a minute.
Gim	Gim	EXS
me	me	PRO
a	a	DIS
minute	minute	UOM
.	.	NIL

# newdoc id = p45/d2086
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I overslept again.
I	I	PRO
overslept	overslept	EPS
again	again	ALT
.	.	NIL

# newdoc id = p45/d2102
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom used to be shy.
Tom	Tom	PER
used	used	PST
to	to	NIL
be	be	NIL
shy	shy	IST
.	.	NIL

# newdoc id = p45/d2104
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = The leaves have turned red.
The	The	DEF
leaves	leaves	CON
have	have	NOW
turned	turned	EXT
red	red	COL
.	.	NIL

# newdoc id = p45/d2138
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom folded the blanket.
Tom	Tom	PER
folded	folded	EPS
the	the	DEF
blanket	blanket	CON
.	.	NIL

# newdoc id = p45/d2152
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = What's the title of the movie?
What	What	QUE
's	's	ENS
the	the	DEF
title	title	CON
of	of	REL
the	the	DEF
movie	movie	CON
?	?	QUE

# newdoc id = p45/d2173
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = He who makes a beast of himself gets rid of the pain of being a man.
He	He	DIS
who	who	IMP
makes	makes	ENS
a	a	DIS
beast	beast	CON
of	of	REL
himself	himself	REF
gets	gets	ENS
rid	rid	CON
of	of	REL
the	the	DEF
pain	pain	CON
of	of	REL
being	being	EXG
a	a	DIS
man	man	CON
.	.	NIL

# newdoc id = p45/d2236
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = The small intestine is about seven meters long.
The	The	AND
small~intestine	small~intestine	CON
is	is	NIL
about	about	APX
seven	seven	QUC
meters	meters	UOM
long	long	DEG
.	.	NIL

# newdoc id = p45/d2267
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = It took half an hour.
It	It	PRO
took	took	EPS
half	half	QUC
an	an	DIS
hour	hour	UOM
.	.	NIL

# newdoc id = p45/d2308
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I'm twenty three years old.
I	I	PRO
'm	'm	NOW
twenty~three	twenty~three	QUC
years	years	UOM
old	old	DEG
.	.	NIL

# newdoc id = p45/d2382
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom worked for an oil company.
Tom	Tom	PER
worked	worked	EPS
for	for	REL
an	an	DIS
oil~company	oil~company	CON
.	.	NIL

# newdoc id = p45/d2415
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Everybody hates Tom.
Everybody	Everybody	AND
hates	hates	ENS
Tom	Tom	PER
.	.	NIL

# newdoc id = p45/d2416
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom is forgiven.
Tom	Tom	PER
is	is	NOW
forgiven	forgiven	EXS
.	.	NIL

# newdoc id = p45/d2426
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = We must abolish the death penalty.
We	We	PRO
must	must	NEC
abolish	abolish	EXS
the	the	DEF
death~penalty	death~penalty	CON
.	.	NIL

# newdoc id = p45/d2454
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = My father is a bit old-fashioned.
My	My	HAS
father	father	ROL
is	is	NOW
a	a	DIS
bit	bit	QUV
old-fashioned	old-fashioned	IST
.	.	NIL

# newdoc id = p45/d2491
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = An empathetic girl can empathize with a friend's feelings.
An	An	DIS
empathetic	empathetic	IST
girl	girl	CON
can	can	POS
empathize	empathize	EXS
with	with	REL
a	a	DIS
friend	friend	ROL
's	's	HAS
feelings	feelings	CON
.	.	NIL

# newdoc id = p45/d2533
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = She kicked the door.
She	She	PRO
kicked	kicked	EPS
the	the	DEF
door	door	CON
.	.	NIL

# newdoc id = p45/d2568
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = He was stoned.
He	He	PRO
was	was	PST
stoned	stoned	IST
.	.	NIL

# newdoc id = p45/d2640
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom Jackson lost the election.
Tom~Jackson	Tom~Jackson	PER
lost	lost	EPS
the	the	DEF
election	election	CON
.	.	NIL

# newdoc id = p45/d2642
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I use a blow dryer to dry my hair.
I	I	PRO
use	use	ENS
a	a	DIS
blow~dryer	blow~dryer	CON
to	to	NIL
dry	dry	EXS
my	my	HAS
hair	hair	CON
.	.	NIL

# newdoc id = p45/d2643
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = It's dishonest.
It	It	PRO
's	's	NOW
dishonest	dishonest	IST
.	.	NIL

# newdoc id = p45/d2747
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom donated a lot of money to us.
Tom	Tom	PER
donated	donated	EPS
a	a	DIS
lot	lot	QUV
of	of	REL
money	money	CON
to	to	REL
us	us	PRO
.	.	NIL

# newdoc id = p45/d2824
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = He spat on the ground.
He	He	PRO
spat	spat	EPS
on	on	REL
the	the	DEF
ground	ground	CON
.	.	NIL

# newdoc id = p45/d2843
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom ripped me off.
Tom	Tom	PER
ripped	ripped	EPS
me	me	PRO
off	off	REL
.	.	NIL

# newdoc id = p45/d2855
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom is skinny.
Tom	Tom	PER
is	is	NOW
skinny	skinny	IST
.	.	NIL

# newdoc id = p45/d2861
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I'm ashamed of my body.
I	I	PRO
'm	'm	NOW
ashamed	ashamed	IST
of	of	REL
my	my	HAS
body	body	CON
.	.	NIL

# newdoc id = p45/d2867
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom watched Mary dance.
Tom	Tom	PER
watched	watched	EPS
Mary	Mary	PER
dance	dance	EXS
.	.	NIL

# newdoc id = p45/d2904
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = She got off her horse.
She	She	PRO
got	got	EPS
off	off	REL
her	her	HAS
horse	horse	CON
.	.	NIL

# newdoc id = p45/d3001
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = His head ached.
His	His	HAS
head	head	CON
ached	ached	EPS
.	.	NIL

# newdoc id = p45/d3008
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = The worst riot was in Chicago.
The	The	DEF
worst	worst	TOP
riot	riot	CON
was	was	EPS
in	in	REL
Chicago	Chicago	GPE
.	.	NIL

# newdoc id = p45/d3055
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = This room is twelve feet by twenty-four feet.
This	This	PRX
room	room	CON
is	is	EQU
twelve	twelve	QUC
feet	feet	UOM
by	by	REL
twenty-four	twenty-four	QUC
feet	feet	UOM
.	.	NIL

# newdoc id = p45/d3064
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = The maid served the tea.
The	The	DEF
maid	maid	ROL
served	served	EPS
the	the	DEF
tea	tea	CON
.	.	NIL

# newdoc id = p45/d3093
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = That song is very popular with young people.
That	That	DST
song	song	CON
is	is	NOW
very	very	INT
popular	popular	IST
with	with	REL
young	young	DEG
people	people	CON
.	.	NIL

# newdoc id = p45/d3099
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I'm afraid of Putin.
I	I	PRO
'm	'm	NOW
afraid	afraid	IST
of	of	REL
Putin	Putin	PER
.	.	NIL

# newdoc id = p45/d3109
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = The boy that you met at the park is adopted.
The	The	DEF
boy	boy	CON
that	that	AND
you	you	PRO
met	met	EPS
at	at	REL
the	the	DEF
park	park	CON
is	is	NOW
adopted	adopted	EXS
.	.	NIL

# newdoc id = p45/d3117
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = He's addicted.
He	He	PRO
's	's	NOW
addicted	addicted	IST
.	.	NIL

# newdoc id = p45/d3132
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom grabbed his backpack and left.
Tom	Tom	PER
